plot,species,individual,height,sla
39,Plantago lagopus,10,16.0,30.59353179
40,Anthemis arvensis,1,10.5,29.45736434
40,Anthemis arvensis,2,8.3,24.9287169
40,Anthemis arvensis,3,12.1,34.51851852
40,Anthemis arvensis,4,14.0,24.76351351
40,Anthemis arvensis,5,10.0,23.24723247
40,Anthemis arvensis,6,18.8,17.84975086
40,Anthemis arvensis,7,16.4,21.33084577
40,Anthemis arvensis,8,18.1,27.46588694
40,Anthemis arvensis,9,16.0,27.34708393
40,Anthemis arvensis,10,8.5,20.60402685
40,Bellardia trixago,1,17.0,23.79672897
40,Bellardia trixago,2,17.3,28.64864865
40,Bellardia trixago,3,25.3,26.54889071
40,Bellardia trixago,4,16.5,25.41950113
40,Bellardia trixago,5,23.6,22.99004975
40,Bellardia trixago,6,19.0,26.50259067
40,Bellardia trixago,7,23.0,24.81656805
40,Bellardia trixago,8,41.5,20.43715847
40,Bellardia trixago,9,34.0,28.56547123
40,Bellardia trixago,10,31.5,21.85754986
40,Biserrula pelecinus,1,8.0,45.05300353
40,Biserrula pelecinus,2,8.8,28.63507109
40,Biserrula pelecinus,3,12.5,30.7424072
40,Biserrula pelecinus,4,9.2,36.68430335
40,Biserrula pelecinus,5,14.3,36.28200079
40,Biserrula pelecinus,6,8.0,27.31778426
40,Biserrula pelecinus,7,9.5,25.10980966
40,Biserrula pelecinus,8,6.2,33.14987299
40,Biserrula pelecinus,9,6.3,42.41830065
40,Biserrula pelecinus,10,16.4,36.121673
40,Echium plantagineum,1,18.6,19.39090909
40,Echium plantagineum,2,33.0,21.55161495
40,Echium plantagineum,3,32.0,22.51113811
40,Echium plantagineum,4,30.0,20.26634383
40,Echium plantagineum,5,25.5,21.52542373
40,Echium plantagineum,6,29.2,22.44909831
40,Echium plantagineum,7,31.5,22.953149
40,Echium plantagineum,8,34.0,23.73515439
40,Echium plantagineum,9,39.0,21.17907148
40,Echium plantagineum,10,15.7,23.82428941
40,Hordeum murinum,1,15.0,13.95209581
40,Hordeum murinum,2,21.0,23.14426634
40,Hordeum murinum,3,16.2,36.47260274
40,Hordeum murinum,4,13.8,27.59259259
40,Hordeum murinum,5,18.9,19.95485327
40,Hordeum murinum,6,20.4,20.2739726
40,Hordeum murinum,7,15.4,23.77224199
40,Hordeum murinum,8,20.7,40.56603774
40,Hordeum murinum,9,20.0,28.61788618
40,Hordeum murinum,10,15.3,31.58038147
40,Plantago lagopus,1,9.5,28.99692652
40,Plantago lagopus,2,9.4,24.80458572
40,Plantago lagopus,3,10.4,29.7944339
40,Plantago lagopus,4,8.0,29.66733871
40,Plantago lagopus,5,9.0,26.19614512
40,Plantago lagopus,6,9.5,29.34183464
40,Plantago lagopus,7,8.0,26.95896757
40,Plantago lagopus,8,7.5,26.81441591
40,Plantago lagopus,9,8.2,25.38064907
40,Plantago lagopus,10,10.0,28.76022495
40,Trifolium cherleri,1,12.0,25.19327731
40,Trifolium cherleri,2,8.2,27.47645951
40,Trifolium cherleri,3,9.7,28.45916795
40,Trifolium cherleri,4,10.0,29.02654867
40,Trifolium cherleri,5,8.1,20.81081081
40,Trifolium cherleri,6,11.8,26.61522634
40,Trifolium cherleri,7,7.0,28.56115108
40,Trifolium cherleri,8,8.7,29.74874372
40,Trifolium cherleri,9,8.0,26.88971499
40,Trifolium cherleri,10,7.8,26.56641604
